session_id,frame_index,label,source_frame_path,roi_path,roi_x1,roi_y1,roi_x2,roi_y2,image_sha256
session_20260709_192315,1,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000001.jpg,crops/session_20260709_192315/000001.png,940,36,1620,100,0a4267cb87925beb08666aab7af717ce635831e9bd9e057078d9ccfa601e2068
session_20260709_192315,2,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000002.jpg,crops/session_20260709_192315/000002.png,940,36,1620,100,07935cca0258b101ed03ebc5398c94ec34e5973d1f2edbc1d7a915e473becd5c
session_20260709_192315,3,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000003.jpg,crops/session_20260709_192315/000003.png,940,36,1620,100,01b41f14a947f04bed37334058d6602cbd2e709b83f2cd8a04c943fd89b8cf86
session_20260709_192315,4,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000004.jpg,crops/session_20260709_192315/000004.png,940,36,1620,100,61e67eed67c670d1be58f4ebc03e62c2dc417f0cf0df5434823e96939ae2af6b
session_20260709_192315,5,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000005.jpg,crops/session_20260709_192315/000005.png,940,36,1620,100,c46bd2d39f041950063bdbd9935ec22758eeafa53e0f4ecda639e7b5c201b40a
session_20260709_192315,6,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000006.jpg,crops/session_20260709_192315/000006.png,940,36,1620,100,866ba09d29e82745f354fad154bbd14a9d9c6c525dbc04bca9ab952ef58bb723
session_20260709_192315,7,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000007.jpg,crops/session_20260709_192315/000007.png,940,36,1620,100,395cd2a37d967c1381f21900ba41649c6c6d5479d20d3603ac68b4cf31a3d62d
session_20260709_192315,8,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000008.jpg,crops/session_20260709_192315/000008.png,940,36,1620,100,688cbb867d711309a3e45a644a9f9680a5f7931bd134b018e135ee6e30497fae
session_20260709_192315,9,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000009.jpg,crops/session_20260709_192315/000009.png,940,36,1620,100,41c00755f20e94b488dfbf6e25134cc4df8216aa867a1b9c864b5867c157296f
session_20260709_192315,10,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000010.jpg,crops/session_20260709_192315/000010.png,940,36,1620,100,b9417727158e3ee2464291dc3ebf7b6f4ef8f15077ee304d4675ffbbc9ecc503
session_20260709_192315,11,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000011.jpg,crops/session_20260709_192315/000011.png,940,36,1620,100,52b51fe76aaa8ec5d58f1d4ce30f75299975cf932721afd42c683d5a2fe68a77
session_20260709_192315,12,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000012.jpg,crops/session_20260709_192315/000012.png,940,36,1620,100,bc6d924f706445a931aa7d4d92c0e42b6365810c60fa82aaa3bf30b7f9ce7a68
session_20260709_192315,13,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000013.jpg,crops/session_20260709_192315/000013.png,940,36,1620,100,da826807efd271069f527dd6c51828512c8f91c2d61dd99fb9880ffe3c583516
session_20260709_192315,14,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000014.jpg,crops/session_20260709_192315/000014.png,940,36,1620,100,e93691fb1e9fba4fc4c7cd89238f7c58b2f60a1770281a8a261018bd6b6f5cdc
session_20260709_192315,15,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000015.jpg,crops/session_20260709_192315/000015.png,940,36,1620,100,cf49688cedcbc34a7b764e4635e03c030bfbea9f99b736ecb036279c9c603488
session_20260709_192315,16,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000016.jpg,crops/session_20260709_192315/000016.png,940,36,1620,100,2d7e145108ccd09a6de7a88c7b1923f2e0af274d66f5bfa3b04613d53cd5e39f
session_20260709_192315,17,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000017.jpg,crops/session_20260709_192315/000017.png,940,36,1620,100,adb055370ceec20d0cea28d47ebd50b92e125bb71661728f3b271e3bf0a757bf
session_20260709_192315,18,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000018.jpg,crops/session_20260709_192315/000018.png,940,36,1620,100,8ecc217be61d9f78d56f681f444e6e90621ba5e2bdd7365387057717f1552a0d
session_20260709_192315,19,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000019.jpg,crops/session_20260709_192315/000019.png,940,36,1620,100,52720fabb4a53104855c76374326f3f78b3d265ce0614a194c2b1bb2532d4c2b
session_20260709_192315,20,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000020.jpg,crops/session_20260709_192315/000020.png,940,36,1620,100,f7c69eb6ccc21b8631fe8c631ceeddb1a07fb523dbbabe26d3d4788b3d1a8d57
session_20260709_192315,21,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000021.jpg,crops/session_20260709_192315/000021.png,940,36,1620,100,02e215505da785da7c8f582b246e95b7ef2324fae749a55d405251d62ec94a00
session_20260709_192315,22,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000022.jpg,crops/session_20260709_192315/000022.png,940,36,1620,100,4144f1f4c27e66f68771916fe669dd969105ca2ba1337adbed2bbddbdd550e2e
session_20260709_192315,23,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000023.jpg,crops/session_20260709_192315/000023.png,940,36,1620,100,475fd878e7ed41cb523532678a6b1623d2cb46aac36106e0176046a479a17591
session_20260709_192315,24,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000024.jpg,crops/session_20260709_192315/000024.png,940,36,1620,100,e11d0214c62ce0dbc326e608aa31ad017fa7c7d08bbdedb88f9c60e6e49f33a8
session_20260709_192315,25,IDLE_CAST,assets/replay/sessions/session_20260709_192315/frames/000025.jpg,crops/session_20260709_192315/000025.png,940,36,1620,100,ee4843bcfa3222201e10910e9f8f896019551a66ca67d3b84d8031102af56200
session_20260709_192315,26,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000026.jpg,crops/session_20260709_192315/000026.png,940,36,1620,100,5193c7797147cbf45652ba3a557f59c71cae21a75989308f8e0731170fbd312e
session_20260709_192315,27,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000027.jpg,crops/session_20260709_192315/000027.png,940,36,1620,100,53057703b2f483c1d2c241d89fdb84a9824c9c4ad51bb58ef6437e7fb85e8f29
session_20260709_192315,28,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000028.jpg,crops/session_20260709_192315/000028.png,940,36,1620,100,3a18385f96a530bf1ee9adbcad327463d10d1e9d287d94b57f7936eafee4e597
session_20260709_192315,29,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000029.jpg,crops/session_20260709_192315/000029.png,940,36,1620,100,38673494ff9520bbcfc7f1c60dcac1e4e384ff27a8d8d083532e190d9d0cc028
session_20260709_192315,30,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000030.jpg,crops/session_20260709_192315/000030.png,940,36,1620,100,bdd56bb3534956f257ecca22111bb2d509fd11aacf4ce24e056358f5defae829
session_20260709_192315,31,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000031.jpg,crops/session_20260709_192315/000031.png,940,36,1620,100,1b86c75e79f4c33c8b4bc95b9f9beef6f663d0fe5c5f86dd28c855b8756e14fb
session_20260709_192315,32,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000032.jpg,crops/session_20260709_192315/000032.png,940,36,1620,100,f0438b965345de7bad1f4a9049e376eb17ac64ab05f24d526bdd4b1ee567f7b0
session_20260709_192315,33,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000033.jpg,crops/session_20260709_192315/000033.png,940,36,1620,100,1ee28a81de27c37d4cd6337f9383a570c353425ef9914419423481b9620f5b57
session_20260709_192315,34,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000034.jpg,crops/session_20260709_192315/000034.png,940,36,1620,100,6b42c571fd86c7b1b0b88f67d60ee58144edf32cd3f5f0323dfb18b3b4f48899
session_20260709_192315,35,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000035.jpg,crops/session_20260709_192315/000035.png,940,36,1620,100,e6337c0624c98761e1b8cee941a3a8c2c6f0ff21d8bdf9cb239f72080520049a
session_20260709_192315,36,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000036.jpg,crops/session_20260709_192315/000036.png,940,36,1620,100,818660415a299ef402791fdafe3a43336503f99020e92c2b2d58ee2b7f0b6778
session_20260709_192315,37,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000037.jpg,crops/session_20260709_192315/000037.png,940,36,1620,100,f10bdf74b9279a5ccca05d8004482e439f0af15c99e33130098515c91f38b582
session_20260709_192315,38,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000038.jpg,crops/session_20260709_192315/000038.png,940,36,1620,100,38cdc0eed8af8a97732ff54c8fc1bf357c2239c634bfebf703aa4e76d9595f8e
session_20260709_192315,39,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000039.jpg,crops/session_20260709_192315/000039.png,940,36,1620,100,fbf211d79760197c0e8577d3da207573a31ada30b710681306ea6fc83e67d7a9
session_20260709_192315,40,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000040.jpg,crops/session_20260709_192315/000040.png,940,36,1620,100,752be8052bc5250a0c99b0fe6e234791d730ef0db29062b8f7a96c57f68fdb06
session_20260709_192315,41,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000041.jpg,crops/session_20260709_192315/000041.png,940,36,1620,100,f0322a0725726ae33cde5f6a78be10ffb8ce432627f19e7f115f475a0c697446
session_20260709_192315,42,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000042.jpg,crops/session_20260709_192315/000042.png,940,36,1620,100,dbde5f3798cb0cd41b492ef3085fa11e14db832ca5f5480346a1be5c2cd20583
session_20260709_192315,43,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000043.jpg,crops/session_20260709_192315/000043.png,940,36,1620,100,9374c983b2d367785e236b51256a2c00ed8e05595ec06523b538a56047269e19
session_20260709_192315,44,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000044.jpg,crops/session_20260709_192315/000044.png,940,36,1620,100,dc54db1836a9278ec5314bb6f135389a2029abc0953a5633445cb0be042cfa1b
session_20260709_192315,45,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000045.jpg,crops/session_20260709_192315/000045.png,940,36,1620,100,d2611a9ee1baec7c133773d6d5cda2ab00b86a1f93136fe81ff987b2c0a68176
session_20260709_192315,46,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000046.jpg,crops/session_20260709_192315/000046.png,940,36,1620,100,8345c94f78b795bd64bcef216fcb803fe21fa4168d7146b02fa6e8567db78b93
session_20260709_192315,47,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000047.jpg,crops/session_20260709_192315/000047.png,940,36,1620,100,9724d3b1a52150efc942a6a221dfc35d948bd000587192dcec34145c04d22e99
session_20260709_192315,48,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000048.jpg,crops/session_20260709_192315/000048.png,940,36,1620,100,503f4216d8d3861fb1396dafc59600780d352fa8ba0c9c2076a2a325751654f1
session_20260709_192315,49,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000049.jpg,crops/session_20260709_192315/000049.png,940,36,1620,100,0619548ab6ad8bc8b428ecaba5b3252e9d53faa2a4d713576c7658e1334aa6ee
session_20260709_192315,50,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000050.jpg,crops/session_20260709_192315/000050.png,940,36,1620,100,8e9ece9257da920a7ce221e02b2922006c5a2a6870f0cd5e5eaa8203a88c6dd6
session_20260709_192315,51,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000051.jpg,crops/session_20260709_192315/000051.png,940,36,1620,100,bbbf57f78f8cab9681f846d48794d75736b12f6696b70e201a527378ad29c74a
session_20260709_192315,52,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000052.jpg,crops/session_20260709_192315/000052.png,940,36,1620,100,52497a2a2531d09c4b82027a0a8d5109ceed0b998bf72b530f91aef0dec39b9d
session_20260709_192315,53,WAITING_IN_PROGRESS,assets/replay/sessions/session_20260709_192315/frames/000053.jpg,crops/session_20260709_192315/000053.png,940,36,1620,100,3648a8989e34161b57c25d55c55cc2c4a4d2f623c06e92c188279fadd303557e
